Datetime,SPY,^SPX
2022-12-19 13:20:00-05:00,381.34149169921875,3830.080078125
2022-12-19 13:21:00-05:00,381.364990234375,3830.179931640625
2022-12-19 13:22:00-05:00,381.57000732421875,3832.0400390625
2022-12-19 13:23:00-05:00,381.54998779296875,3831.8701171875
2022-12-19 13:24:00-05:00,381.5,3831.989990234375
2022-12-19 13:25:00-05:00,381.5899963378906,3832.580078125
2022-12-19 13:26:00-05:00,381.57000732421875,3832.780029296875
2022-12-19 13:27:00-05:00,381.19000244140625,3828.969970703125
2022-12-19 13:28:00-05:00,381.2799987792969,3829.699951171875
2022-12-19 13:29:00-05:00,381.0765075683594,3827.47998046875
2022-12-19 13:30:00-05:00,381.1700134277344,3827.89990234375
2022-12-19 13:31:00-05:00,381.05029296875,3827.050048828125
2022-12-19 13:32:00-05:00,380.8500061035156,3825.419921875
2022-12-19 13:33:00-05:00,380.7900085449219,3824.7099609375
2022-12-19 13:34:00-05:00,380.690185546875,3823.889892578125
2022-12-19 13:35:00-05:00,380.67999267578125,3823.659912109375
2022-12-19 13:36:00-05:00,380.6600036621094,3823.239990234375
2022-12-19 13:37:00-05:00,380.5400085449219,3822.469970703125
2022-12-19 13:38:00-05:00,380.6400146484375,3823.3701171875
2022-12-19 13:39:00-05:00,380.8299865722656,3824.699951171875
2022-12-19 13:40:00-05:00,380.6199951171875,3823.070068359375
2022-12-19 13:41:00-05:00,380.6401062011719,3823.02001953125
2022-12-19 13:42:00-05:00,380.510009765625,3822.050048828125
2022-12-19 13:43:00-05:00,380.2900085449219,3819.739990234375
2022-12-19 13:44:00-05:00,380.2099914550781,3819.050048828125
2022-12-19 13:45:00-05:00,380.2998962402344,3819.43994140625
2022-12-19 13:46:00-05:00,380.0249938964844,3817.68994140625
2022-12-19 13:47:00-05:00,380.1199951171875,3818.10009765625
2022-12-19 13:48:00-05:00,380.07000732421875,3817.530029296875
2022-12-19 13:49:00-05:00,380.2200012207031,3819.070068359375
2022-12-19 13:50:00-05:00,380.18499755859375,3818.72998046875
2022-12-19 13:51:00-05:00,380.239990234375,3819.050048828125
2022-12-19 13:52:00-05:00,380.31500244140625,3820.1298828125
2022-12-19 13:53:00-05:00,380.3240051269531,3819.969970703125
2022-12-19 13:54:00-05:00,380.2149963378906,3818.669921875
2022-12-19 13:55:00-05:00,380.07000732421875,3817.52001953125
2022-12-19 13:56:00-05:00,380.07501220703125,3817.389892578125
2022-12-19 13:57:00-05:00,379.8599853515625,3815.72998046875
2022-12-19 13:58:00-05:00,379.9750061035156,3816.409912109375
2022-12-19 13:59:00-05:00,379.8999938964844,3815.6298828125
2022-12-19 14:00:00-05:00,379.6099853515625,3813.669921875
2022-12-19 14:01:00-05:00,379.3599853515625,3810.489990234375
2022-12-19 14:02:00-05:00,379.4100036621094,3810.419921875
2022-12-19 14:03:00-05:00,379.2099914550781,3809.06005859375
2022-12-19 14:04:00-05:00,379.1300048828125,3808.22998046875
2022-12-19 14:05:00-05:00,379.30499267578125,3809.489990234375
2022-12-19 14:06:00-05:00,379.5589904785156,3812.14990234375
2022-12-19 14:07:00-05:00,379.5299987792969,3812.35009765625
2022-12-19 14:08:00-05:00,379.5249938964844,3812.0400390625
2022-12-19 14:09:00-05:00,379.6099853515625,3812.800048828125
2022-12-19 14:10:00-05:00,379.5199890136719,3812.010009765625
2022-12-19 14:11:00-05:00,379.635009765625,3813.14990234375
2022-12-19 14:12:00-05:00,379.69000244140625,3813.699951171875
2022-12-19 14:13:00-05:00,379.5000915527344,3812.070068359375
2022-12-19 14:14:00-05:00,379.39990234375,3810.97998046875
