Datetime,AAPL_Low,AMZN_Low,GOOG_Low,META_Low,NFLX_Low
2023-02-03 05:16:00-05:00,145.66,106.6,103.98,184.25,363.49
2023-02-03 05:17:00-05:00,145.78,106.61,103.97,184.24,363.0
2023-02-03 05:18:00-05:00,145.72,106.7,103.96,184.21,363.01
2023-02-03 05:19:00-05:00,145.72,106.78,103.96,184.18,363.0
2023-02-03 05:20:00-05:00,145.74,106.75,103.92,184.16,363.175
2023-02-03 05:21:00-05:00,145.73,106.73,103.9,184.16,363.35
2023-02-03 05:22:00-05:00,145.71,106.72,103.83,184.16,363.29
2023-02-03 05:23:00-05:00,145.7,106.67,103.82,184.17,363.23
2023-02-03 05:24:00-05:00,145.7,106.65,103.8,184.16,363.16
2023-02-03 05:25:00-05:00,145.7,106.66,103.805,184.07,363.09
2023-02-03 05:26:00-05:00,145.66,106.67,103.81,184.09,363.02
2023-02-03 05:27:00-05:00,145.66,106.71,103.81,184.05,362.78499999999997
2023-02-03 05:28:00-05:00,145.67,106.63,103.8,184.15,362.55
2023-02-03 05:29:00-05:00,145.72,106.67,103.79,184.15,363.0
2023-02-03 05:30:00-05:00,145.66,106.6,103.79,184.0,362.61
2023-02-03 05:31:00-05:00,145.65,106.6,103.76,184.0,362.75
2023-02-03 05:32:00-05:00,145.64,106.57,103.68,184.01,362.55
2023-02-03 05:33:00-05:00,145.63,106.6,103.66,184.01,362.6
2023-02-03 05:34:00-05:00,145.63,106.64,103.77,184.04,362.65
2023-02-03 05:35:00-05:00,145.63,106.62,103.76,184.01,362.6
2023-02-03 05:36:00-05:00,145.66,106.59,103.76,184.02,362.55
2023-02-03 05:37:00-05:00,145.67,106.6,103.9,184.03,362.53000000000003
2023-02-03 05:38:00-05:00,145.67,106.61,103.915,184.02,362.51
2023-02-03 05:39:00-05:00,145.67,106.61,103.93,184.03,362.49
2023-02-03 05:40:00-05:00,145.74,106.68,103.93,184.12,362.47
2023-02-03 05:41:00-05:00,145.8,106.59,103.89,184.09,362.435
2023-02-03 05:42:00-05:00,145.8,106.73,103.93,184.16,362.4
2023-02-03 05:43:00-05:00,145.76,106.79,103.93,184.1,362.43333333333334
2023-02-03 05:44:00-05:00,145.8,106.75,103.92,184.15,362.46666666666664
2023-02-03 05:45:00-05:00,145.78,106.76,103.9,184.28,362.5
2023-02-03 05:46:00-05:00,145.8,106.75,103.88,184.19,362.485
2023-02-03 05:47:00-05:00,145.81,106.75,103.82,184.25,362.47
2023-02-03 05:48:00-05:00,145.82,106.75,103.68,184.3,362.47375
2023-02-03 05:49:00-05:00,145.8,106.75,103.64,184.21,362.4775
2023-02-03 05:50:00-05:00,145.8,106.6,103.73,184.27,362.48125000000005
2023-02-03 05:51:00-05:00,145.78,106.61,103.65,184.3,362.485
2023-02-03 05:52:00-05:00,145.78,106.63,103.61,184.26,362.48875
2023-02-03 05:53:00-05:00,145.77,106.62,103.56,184.29,362.4925
2023-02-03 05:54:00-05:00,145.77,106.62,103.51,184.32,362.49625000000003
2023-02-03 05:55:00-05:00,145.77,106.62,103.57,184.45,362.5
2023-02-03 05:56:00-05:00,145.77,106.65,103.61,184.56,362.51
2023-02-03 05:57:00-05:00,145.79,106.66,103.61,184.79,362.56
2023-02-03 05:58:00-05:00,145.77,106.65,103.6,184.92,362.61
2023-02-03 05:59:00-05:00,145.78,106.63,103.7,185.0,362.65999999999997
2023-02-03 06:00:00-05:00,145.77,106.61,103.58,184.91,362.71
2023-02-03 06:01:00-05:00,145.77,106.61,103.6,184.74,362.76
2023-02-03 06:02:00-05:00,145.76,106.54,103.5,184.74,362.81
2023-02-03 06:03:00-05:00,145.77,106.54,103.5,184.65,362.68
2023-02-03 06:04:00-05:00,145.77,106.6,103.59,184.69,362.55
2023-02-03 06:05:00-05:00,145.67,106.6,103.5,184.75,362.24
2023-02-03 06:06:00-05:00,145.66,106.54,103.5,184.73,362.26
2023-02-03 06:07:00-05:00,145.66,106.5,103.51,184.3,362.23
2023-02-03 06:08:00-05:00,145.61,106.4,103.51,184.44,362.18666666666667
2023-02-03 06:09:00-05:00,145.56,106.4,103.51,184.46,362.1433333333334
2023-02-03 06:10:00-05:00,145.51,106.4,103.53,184.46,362.1
2023-02-03 06:11:00-05:00,145.53,106.4,103.5,184.3,362.1090909090909
2023-02-03 06:12:00-05:00,145.53,106.36,103.53,184.2,362.1181818181818
2023-02-03 06:13:00-05:00,145.5,106.39,103.52,184.2,362.1272727272727
2023-02-03 06:14:00-05:00,145.51,106.4,103.5,184.57,362.1363636363636
2023-02-03 06:15:00-05:00,145.53,106.43,103.53,184.23,362.1454545454545
2023-02-03 06:16:00-05:00,145.54,106.48,103.56,184.53,362.1545454545455
2023-02-03 06:17:00-05:00,145.54,106.46,103.53,184.51,362.1636363636364
2023-02-03 06:18:00-05:00,145.55,106.5,103.515,184.49,362.1727272727273
2023-02-03 06:19:00-05:00,145.6,106.45,103.5,184.3,362.1818181818182
2023-02-03 06:20:00-05:00,145.59,106.45,103.5,184.27,362.1909090909091
2023-02-03 06:21:00-05:00,145.62,106.46,103.5,184.25,362.2
2023-02-03 06:22:00-05:00,145.68,106.52,103.71,184.64,362.3333333333333
2023-02-03 06:23:00-05:00,145.69,106.52,103.59,184.47,362.4666666666667
2023-02-03 06:24:00-05:00,145.69,106.63,103.59,184.42,362.6
2023-02-03 06:25:00-05:00,145.66,106.62,103.72,184.51,362.56
2023-02-03 06:26:00-05:00,145.7,106.62,103.66,184.6,362.655
2023-02-03 06:27:00-05:00,145.74,106.66,103.6,184.6,362.75
2023-02-03 06:28:00-05:00,145.75,106.65,103.66,184.71,363.17
2023-02-03 06:29:00-05:00,145.8,106.64,103.7,184.88,363.11
2023-02-03 06:30:00-05:00,145.8,106.51,103.7,185.04,363.05
2023-02-03 06:31:00-05:00,145.84,106.64,103.68,185.24,362.925
2023-02-03 06:32:00-05:00,145.87,106.75,103.67,185.27,362.8
2023-02-03 06:33:00-05:00,145.94,106.82,103.66,185.48,363.5
2023-02-03 06:34:00-05:00,146.11,106.83,103.69,185.53,363.52
2023-02-03 06:35:00-05:00,146.15,106.92,103.66,185.7,364.1
2023-02-03 06:36:00-05:00,146.08,106.83,103.69,185.69,364.115
2023-02-03 06:37:00-05:00,146.04,106.83,103.56,185.54,364.13
2023-02-03 06:38:00-05:00,146.0,106.86,103.79,185.61,364.145
2023-02-03 06:39:00-05:00,146.14,106.89,103.82,185.58,364.16
2023-02-03 06:40:00-05:00,146.01,106.79,103.85,185.5,364.175
2023-02-03 06:41:00-05:00,146.32,106.75,103.77,185.53,364.19
2023-02-03 06:42:00-05:00,146.38,106.81,103.66,185.47,363.845
2023-02-03 06:43:00-05:00,146.38,106.81,103.64,185.5,363.5
2023-02-03 06:44:00-05:00,146.46,106.92,103.63,185.59,364.19
2023-02-03 06:45:00-05:00,146.55,106.94,103.6,185.59,363.86
2023-02-03 06:46:00-05:00,146.53,106.85,103.67,185.58,363.53
2023-02-03 06:47:00-05:00,146.68,106.87,103.58,185.35,363.765
2023-02-03 06:48:00-05:00,146.69,106.85,103.5,185.05,364.0
2023-02-03 06:49:00-05:00,146.75,106.9,103.51,185.0,363.5
2023-02-03 06:50:00-05:00,146.81,106.86,103.52,185.01,363.99
2023-02-03 06:51:00-05:00,146.83,106.91,103.57,185.12,363.99
2023-02-03 06:52:00-05:00,146.68,106.97,103.58,185.12,363.99
2023-02-03 06:53:00-05:00,146.63,107.01,103.54,185.08,363.9866666666667
2023-02-03 06:54:00-05:00,146.61,107.1,103.55,185.08,363.98333333333335
2023-02-03 06:55:00-05:00,146.59,107.21,103.6,185.12,363.98
2023-02-03 06:56:00-05:00,146.71,107.22,103.595,185.12,364.05
2023-02-03 06:57:00-05:00,146.75,107.33,103.59,185.14,364.12
2023-02-03 06:58:00-05:00,146.69,107.32,103.69,185.11,364.19
2023-02-03 06:59:00-05:00,146.66,107.36,103.65,185.22,364.26
2023-02-03 07:00:00-05:00,146.63,107.04,103.52,185.08,363.48
2023-02-03 07:01:00-05:00,146.87,107.42,103.6,185.11,363.44
2023-02-03 07:02:00-05:00,147.18,107.5,103.6,185.1,363.06
2023-02-03 07:03:00-05:00,147.5,108.0,103.69,185.1,363.06
2023-02-03 07:04:00-05:00,147.59,108.0,103.99,185.26,363.53
2023-02-03 07:05:00-05:00,147.58,107.5,103.94,185.33,363.51
2023-02-03 07:06:00-05:00,147.6,107.55,103.75,185.34,363.51
2023-02-03 07:07:00-05:00,147.69,107.53,103.74,185.34,363.8
2023-02-03 07:08:00-05:00,147.52,107.7,104.05,185.34,363.66499999999996
2023-02-03 07:09:00-05:00,147.8,107.85,104.24,185.66,363.53
2023-02-03 07:10:00-05:00,147.78,107.87,104.5,185.83,363.57
2023-02-03 07:11:00-05:00,147.84,107.97,104.5,185.92,363.6
2023-02-03 07:12:00-05:00,148.0,108.13,104.5,186.1,363.63
2023-02-03 07:13:00-05:00,147.81,108.0,104.5,186.06,363.72
2023-02-03 07:14:00-05:00,147.7,108.15,104.55,186.09,364.0
2023-02-03 07:15:00-05:00,147.76,108.0,104.58,186.0,363.99
2023-02-03 07:16:00-05:00,147.75,108.04,104.51,186.0,363.75
2023-02-03 07:17:00-05:00,147.65,107.88,104.51,185.7,363.9
2023-02-03 07:18:00-05:00,147.0,107.66,104.51,185.48,363.98
2023-02-03 07:19:00-05:00,147.13,107.75,104.5,185.51,364.0
2023-02-03 07:20:00-05:00,147.1,107.68,104.5,185.51,364.0
2023-02-03 07:21:00-05:00,146.9,107.7,104.51,185.45,363.95
2023-02-03 07:22:00-05:00,147.03,107.8,104.51,185.5,363.9
2023-02-03 07:23:00-05:00,147.18,107.85,104.51,185.62,363.855
2023-02-03 07:24:00-05:00,146.98,107.81,104.5,185.58,363.81
2023-02-03 07:25:00-05:00,146.86,107.71,104.5,185.5,363.77
2023-02-03 07:26:00-05:00,146.96,107.71,104.46,185.4,363.75
2023-02-03 07:27:00-05:00,146.91,107.77,104.41,185.41,363.91999999999996
2023-02-03 07:28:00-05:00,146.95,107.9,104.48,185.47,364.09
2023-02-03 07:29:00-05:00,146.97,107.89,104.49,185.44,363.82
2023-02-03 07:30:00-05:00,147.0,107.95,104.45,185.6,363.88
2023-02-03 07:31:00-05:00,147.33,107.85,104.34,185.54,363.94
2023-02-03 07:32:00-05:00,147.32,107.85,104.2,185.5,364.18
2023-02-03 07:33:00-05:00,147.27,107.8,104.15,185.48,363.56
2023-02-03 07:34:00-05:00,147.33,107.81,104.19,185.6,363.46
2023-02-03 07:35:00-05:00,147.32,107.87,104.26,185.56,363.595
2023-02-03 07:36:00-05:00,147.4,107.93,104.23,185.71,363.73
2023-02-03 07:37:00-05:00,147.48,108.05,104.2,185.79,363.82000000000005
2023-02-03 07:38:00-05:00,147.62,107.94,104.2,185.4,363.91
2023-02-03 07:39:00-05:00,147.8,107.98,104.19,185.44,363.94
2023-02-03 07:40:00-05:00,147.9,108.11,104.3,185.65,363.93
2023-02-03 07:41:00-05:00,147.85,108.22,104.4,185.89,363.63
2023-02-03 07:42:00-05:00,147.87,108.35,104.39,185.89,363.53
2023-02-03 07:43:00-05:00,148.1,108.37,104.45,185.98,363.6
2023-02-03 07:44:00-05:00,148.41,108.41,104.45,186.0,363.56
2023-02-03 07:45:00-05:00,148.33,108.28,104.51,186.05,363.95
2023-02-03 07:46:00-05:00,148.68,108.33,104.46,186.19,363.8
2023-02-03 07:47:00-05:00,148.79,108.35,104.58,186.44,363.69
2023-02-03 07:48:00-05:00,148.57,108.35,104.71,186.5,364.08
2023-02-03 07:49:00-05:00,148.52,108.45,104.69,186.58,363.89
2023-02-03 07:50:00-05:00,148.46,108.5,104.76,186.8,364.1
2023-02-03 07:51:00-05:00,148.26,108.5,104.87,186.75,363.92
2023-02-03 07:52:00-05:00,148.26,108.45,104.8,186.7,363.81
2023-02-03 07:53:00-05:00,148.3,108.4,104.8,186.7,363.8
2023-02-03 07:54:00-05:00,148.38,108.38,104.73,186.7,364.0
2023-02-03 07:55:00-05:00,148.35,108.4,104.66,186.85,364.1
2023-02-03 07:56:00-05:00,148.41,108.5,104.68,186.94,363.82
2023-02-03 07:57:00-05:00,148.41,108.71,104.69,186.98,364.18
2023-02-03 07:58:00-05:00,148.41,108.8,104.84,187.0,364.1
2023-02-03 07:59:00-05:00,148.37,108.79,104.93,187.22,364.28
2023-02-03 08:00:00-05:00,144.7015,105.6015,102.5115,183.2615,362.2015
2023-02-03 08:01:00-05:00,143.79,106.35,103.35,183.61,360.61
2023-02-03 08:02:00-05:00,148.6,108.9,104.9499,186.7515,363.52
2023-02-03 08:03:00-05:00,148.74,108.9,104.99,186.7869,363.6725
2023-02-03 08:04:00-05:00,148.35,108.96,104.91,186.94,364.01
2023-02-03 08:05:00-05:00,148.46,109.0,104.93,186.7815,364.0
2023-02-03 08:06:00-05:00,148.49,109.01,104.91,187.0,363.52
2023-02-03 08:07:00-05:00,148.58,109.07,104.91,187.12,363.8
2023-02-03 08:08:00-05:00,148.77,109.11,104.92,187.16,364.01
2023-02-03 08:09:00-05:00,149.03,108.9,104.95,187.21,364.25
2023-02-03 08:10:00-05:00,149.12,108.9,105.0,187.25,364.0
2023-02-03 08:11:00-05:00,149.1515,108.93,105.01,187.28,364.0
2023-02-03 08:12:00-05:00,149.26,108.93,105.08,187.217,364.24
2023-02-03 08:13:00-05:00,149.31,108.97,105.15,187.21,364.43
2023-02-03 08:14:00-05:00,149.49,108.99,105.1,187.2101,364.66
2023-02-03 08:15:00-05:00,149.32,108.97,105.02,187.01,364.25
2023-02-03 08:16:00-05:00,149.49,109.02,104.91,187.0,364.4
2023-02-03 08:17:00-05:00,149.65,109.0,104.85,187.0,364.7
2023-02-03 08:18:00-05:00,149.61,108.98,104.8,186.99,364.4
2023-02-03 08:19:00-05:00,149.7,108.95,104.8201,186.9,364.4
2023-02-03 08:20:00-05:00,149.65,108.92,104.89,186.9215,364.72
2023-02-03 08:21:00-05:00,149.5,108.87,104.78,186.7,364.25
2023-02-03 08:22:00-05:00,149.62,108.9,104.62,186.51,364.25
2023-02-03 08:23:00-05:00,149.62,108.9,104.64,186.605,364.4
2023-02-03 08:24:00-05:00,149.74,108.91,104.66,186.65,364.49
2023-02-03 08:25:00-05:00,149.75,108.92,104.62,186.8,364.25
2023-02-03 08:26:00-05:00,149.88,108.94,104.7,186.77,364.25
2023-02-03 08:27:00-05:00,149.31,108.94,104.7,186.64,364.62
2023-02-03 08:28:00-05:00,149.35,108.9,104.75,186.5,364.25
2023-02-03 08:29:00-05:00,146.82,106.63,104.62,183.135,364.2501
2023-02-03 08:30:00-05:00,148.2,107.88,104.0,180.515,361.3
2023-02-03 08:31:00-05:00,148.2,107.37,103.8226,184.67,361.35
2023-02-03 08:32:00-05:00,148.35,106.97,103.92,184.68,361.71
2023-02-03 08:33:00-05:00,148.69,107.55,104.0401,185.68,362.01
2023-02-03 08:34:00-05:00,148.3,107.55,104.04,185.24,362.12
2023-02-03 08:35:00-05:00,148.13,107.01,104.15,185.072,362.11
2023-02-03 08:36:00-05:00,148.09,106.9,104.05,184.64,361.52
2023-02-03 08:37:00-05:00,148.15,107.0,104.05,184.64,361.52
2023-02-03 08:38:00-05:00,148.19,106.86,104.05,184.5,361.52
2023-02-03 08:39:00-05:00,148.72,106.98,104.08,184.82,362.0
2023-02-03 08:40:00-05:00,148.8,107.38,104.13,184.65,362.45
2023-02-03 08:41:00-05:00,148.7,107.37,104.07,184.66,362.14
2023-02-03 08:42:00-05:00,148.7,107.33,104.05,185.16,362.0
2023-02-03 08:43:00-05:00,148.82,107.0715,104.03,184.97,362.02
2023-02-03 08:44:00-05:00,148.74,106.96,103.95,184.88,361.8
2023-02-03 08:45:00-05:00,148.55,106.9,103.65,185.0,361.81
2023-02-03 08:46:00-05:00,148.16,106.49,103.65,184.88,361.26
2023-02-03 08:47:00-05:00,148.26,106.37,103.65,184.82,361.26
2023-02-03 08:48:00-05:00,147.8,106.0,103.65,184.69,360.97
2023-02-03 08:49:00-05:00,147.82,105.71,103.65,184.61,360.67
2023-02-03 08:50:00-05:00,147.81,105.6916,103.66,184.5,360.5
2023-02-03 08:51:00-05:00,148.07,105.98,103.7,184.65,360.54
2023-02-03 08:52:00-05:00,147.87,105.91,103.75,184.5,360.5
2023-02-03 08:53:00-05:00,147.87,105.9,103.84,184.6,360.55
2023-02-03 08:54:00-05:00,147.9,105.9,103.85,184.73,360.6
2023-02-03 08:55:00-05:00,147.72,106.12,103.89,184.75,361.1
2023-02-03 08:56:00-05:00,147.33,106.0,103.8715,184.7,361.1
2023-02-03 08:57:00-05:00,147.52,105.98,103.72,184.7543,361.16
2023-02-03 08:58:00-05:00,147.4,106.01,103.73,184.6,361.1
2023-02-03 08:59:00-05:00,147.44,105.98,103.73,184.51,360.66
2023-02-03 09:00:00-05:00,147.48,105.98,103.75,184.75,360.7
2023-02-03 09:01:00-05:00,147.54,106.11,103.65,184.75,360.82
2023-02-03 09:02:00-05:00,147.71,106.12,103.56,184.75,360.85
2023-02-03 09:03:00-05:00,148.05,106.25,103.65,184.8,360.86
2023-02-03 09:04:00-05:00,148.16,106.31,103.68,184.83,360.65
2023-02-03 09:05:00-05:00,147.9003,106.15,103.65,184.76,361.11
2023-02-03 09:06:00-05:00,147.89,106.22,103.5,184.75,360.8
2023-02-03 09:07:00-05:00,147.82,106.25,103.47,184.55,360.65
2023-02-03 09:08:00-05:00,147.87,106.22,103.46,184.23,360.13
2023-02-03 09:09:00-05:00,147.91,106.25,103.45,183.71,360.0
2023-02-03 09:10:00-05:00,148.06,106.22,103.33,183.55,360.0
2023-02-03 09:11:00-05:00,148.08,106.25,103.2,183.52,360.0
2023-02-03 09:12:00-05:00,148.34,106.29,103.31,184.3,360.06
2023-02-03 09:13:00-05:00,148.46,106.36,103.43,184.25,360.06
2023-02-03 09:14:00-05:00,148.5,106.31,103.45,183.96,360.36
2023-02-03 09:30:00-05:00,149.24000549316406,104.69000244140625,103.75,182.88999938964844,362.1099853515625
2023-02-03 09:31:00-05:00,149.0800018310547,106.13999938964844,103.69999694824219,184.44000244140625,361.3900146484375
2023-02-03 09:32:00-05:00,149.69000244140625,106.1500015258789,103.98999786376953,185.59010314941406,362.0899963378906
2023-02-03 09:33:00-05:00,149.22000122070312,105.87000274658203,103.44999694824219,186.3300018310547,361.5150146484375
2023-02-03 09:34:00-05:00,149.19000244140625,105.81999969482422,103.4800033569336,186.3385009765625,360.385009765625
2023-02-03 09:35:00-05:00,149.07000732421875,105.61000061035156,103.30000305175781,186.82009887695312,359.80999755859375
2023-02-03 09:36:00-05:00,148.99000549316406,106.2699966430664,103.33999633789062,188.1300048828125,360.5199890136719
2023-02-03 09:37:00-05:00,149.22000122070312,106.25,103.54000091552734,188.36000061035156,361.26239013671875
2023-02-03 09:38:00-05:00,149.4499969482422,106.63999938964844,103.69999694824219,188.88999938964844,361.7799987792969
2023-02-03 09:39:00-05:00,149.6300048828125,106.6500015258789,103.54000091552734,190.13999938964844,361.9599914550781
2023-02-03 09:40:00-05:00,150.34219360351562,106.91999816894531,103.68000030517578,190.3300018310547,363.510009765625
2023-02-03 09:41:00-05:00,150.63999938964844,107.31500244140625,103.91200256347656,190.11000061035156,364.24609375
2023-02-03 09:42:00-05:00,150.49000549316406,107.54000091552734,103.68000030517578,189.64999389648438,363.3797912597656
2023-02-03 09:43:00-05:00,150.49000549316406,107.54060363769531,103.72000122070312,190.6300048828125,363.6000061035156
2023-02-03 09:44:00-05:00,151.0,107.0999984741211,103.93000030517578,190.58999633789062,363.489990234375
2023-02-03 09:45:00-05:00,151.110107421875,107.13999938964844,104.19000244140625,190.5500030517578,362.5199890136719
2023-02-03 09:46:00-05:00,151.1699981689453,106.88999938964844,104.58000183105469,191.2100067138672,362.6300048828125
2023-02-03 09:47:00-05:00,151.74000549316406,107.7300033569336,104.80999755859375,192.00999450683594,363.9700012207031
2023-02-03 09:48:00-05:00,151.57000732421875,107.71019744873047,104.94999694824219,192.1300048828125,364.6000061035156
2023-02-03 09:49:00-05:00,151.66000366210938,107.97000122070312,105.13999938964844,193.0500030517578,365.4849853515625
2023-02-03 09:50:00-05:00,151.66000366210938,107.69999694824219,105.02999877929688,193.59010314941406,365.82000732421875
2023-02-03 09:51:00-05:00,151.72000122070312,108.08000183105469,105.33000183105469,193.6699981689453,365.4599914550781
2023-02-03 09:52:00-05:00,151.72999572753906,107.97000122070312,105.13999938964844,193.72999572753906,365.4200134277344
2023-02-03 09:53:00-05:00,151.88999938964844,107.77999877929688,105.4800033569336,194.4199981689453,366.04998779296875
2023-02-03 09:54:00-05:00,151.94000244140625,107.62000274658203,105.54000091552734,195.36000061035156,366.53009033203125
2023-02-03 09:55:00-05:00,152.27000427246094,107.83000183105469,105.83000183105469,195.58999633789062,366.6499938964844
2023-02-03 09:56:00-05:00,152.16009521484375,107.86430358886719,105.87000274658203,195.47999572753906,366.6099853515625
2023-02-03 09:57:00-05:00,152.52000427246094,107.55000305175781,106.05000305175781,194.52999877929688,366.4800109863281
2023-02-03 09:58:00-05:00,152.6199951171875,107.30999755859375,106.31999969482422,193.8000030517578,366.1000061035156
2023-02-03 09:59:00-05:00,152.50999450683594,107.23999786376953,106.06999969482422,193.58999633789062,366.0799865722656
2023-02-03 10:00:00-05:00,152.75,106.88999938964844,105.33000183105469,192.7899932861328,365.27508544921875
2023-02-03 10:01:00-05:00,152.75999450683594,107.08999633789062,105.61000061035156,192.07000732421875,365.6700134277344
2023-02-03 10:02:00-05:00,152.59010314941406,106.69999694824219,105.39009857177734,191.8000030517578,365.2200012207031
2023-02-03 10:03:00-05:00,153.00999450683594,106.69999694824219,105.4800033569336,191.8800048828125,365.69000244140625
2023-02-03 10:04:00-05:00,152.94000244140625,106.33000183105469,105.63999938964844,191.86000061035156,365.989990234375
2023-02-03 10:05:00-05:00,152.85000610351562,105.88999938964844,105.25,191.27999877929688,364.510009765625
